timestamp,protocol,experiment,attack_mode,attack_type,rep,asr,asr_l1,asr_l2,asr_histogram,duration,exit_code,NUM_NODES,ATTACKER_RATIO,ATTACKER_ID,FRONT_ATTACKER_ID,BACK_ATTACKER_ID,VICTIM_ID,SPECULATIVE_P_MAX,SLUGGISH_TIMEOUT_MULTIPLIER,SLUGGISH_MULTIPLIER,DAG_STATE_CACHED_ROUNDS,SYNC_TIMEOUT_MS,GC_DEPTH,LATENCY_JITTER,LATENCY_MS,JITTER_MS,HEADER_SIZE,MAX_HEADER_DELAY,BATCH_SIZE,MAX_BATCH_DELAY,NUM_WORKERS,WAVE_LENGTH,NUMBER_OF_LEADERS,SPECULATIVE_STRATEGY,EXCLUSION_PROBABILITY,HYBRID_EXCLUSION,SIMPLE_EXCLUSION_PROB,VICTIM_RATIO,VICTIM_COUNT,ATTACK_TYPE,SANDWICH_METRIC_MODE,ALEPH_ELECTION_LOOKAHEAD,ALEPH_COORD_REQUEST_DELAY_MS,ALEPH_HASH_SORT_SEED,AUTOBAHN_K,AUTOBAHN_FAST_PATH_TIMEOUT,AUTOBAHN_USE_FAST_PATH
2026-03-31T02:25:11.240202,autobahn,simple,sluggish,backrun,5,0.76,0.0,0.0,"{""4"": 6}",82.72536110877991,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,backrun,,,,,,,
2026-03-31T02:47:31.633554,autobahn,simple,fissure,backrun,1,60.87,11.08,19.64,"{""1"": 79, ""10+"": 29, ""2"": 61, ""3"": 46, ""4"": 51, ""5"": 50, ""6"": 77, ""7"": 10, ""8"": 26, ""9"": 5}",74.03657388687134,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,backrun,,,,,,,
2026-03-31T02:48:51.859640,autobahn,simple,fissure,backrun,2,30.07,5.45,13.01,"{""1"": 39, ""10+"": 1, ""2"": 54, ""3"": 33, ""4"": 14, ""5"": 29, ""6"": 13, ""7"": 11, ""8"": 12, ""9"": 9}",75.21929025650024,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,backrun,,,,,,,
2026-03-31T02:50:19.360229,autobahn,simple,fissure,backrun,3,44.90,7.53,10.46,"{""1"": 59, ""10+"": 88, ""2"": 23, ""3"": 40, ""4"": 9, ""5"": 59, ""6"": 21, ""7"": 17, ""8"": 20, ""9"": 16}",82.49016809463501,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,backrun,,,,,,,
2026-03-31T14:51:28.049453,bullshark,simple,fissure,sandwich,1,81.82,,,,4.58973503112793,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:51:37.741510,bullshark,simple,fissure,sandwich,2,81.82,,,,4.681325912475586,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:51:47.971949,bullshark,simple,fissure,sandwich,3,81.82,,,,5.222343921661377,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:51:57.748670,bullshark,simple,fissure,sandwich,4,80.95,,,,4.768329858779907,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:52:08.166876,bullshark,simple,fissure,sandwich,5,81.82,,,,5.41008996963501,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
2026-03-31T14:52:19.340138,bullshark,simple,speculative,sandwich,1,81.82,,,,6.102532148361206,0,13,,,,,,50,,,,,,,,,,,,,,,,,,,,,,sandwich,triplet,,,,,,
