timestamp,protocol,experiment,attack_mode,rep,asr,duration,exit_code,NUM_NODES,ATTACKER_RATIO,SPECULATIVE_P_MAX,SLUGGISH_TIMEOUT_MULTIPLIER,SLUGGISH_MULTIPLIER,DAG_STATE_CACHED_ROUNDS,SYNC_TIMEOUT_MS,GC_DEPTH,LATENCY_JITTER,LATENCY_MS,JITTER_MS,HEADER_SIZE,MAX_HEADER_DELAY,BATCH_SIZE,MAX_BATCH_DELAY,NUM_WORKERS,WAVE_LENGTH,NUMBER_OF_LEADERS,SPECULATIVE_STRATEGY,EXCLUSION_PROBABILITY,HYBRID_EXCLUSION,SIMPLE_EXCLUSION_PROB,VICTIM_RATIO,ALEPH_ELECTION_LOOKAHEAD,ALEPH_COORD_REQUEST_DELAY_MS,ALEPH_HASH_SORT_SEED,AUTOBAHN_K,AUTOBAHN_FAST_PATH_TIMEOUT,AUTOBAHN_USE_FAST_PATH
2026-02-13T16:44:22.908034,autobahn,offense_fissure,fissure,1,50.05,82.37845921516418,0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T16:45:55.190308,autobahn,offense_fissure,fissure,2,49.94,87.25806188583374,0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T16:47:22.540349,autobahn,offense_fissure,fissure,3,50.05,82.32603287696838,0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T16:48:34.791434,autobahn,offense_fissure,fissure,4,49.93,67.2279794216156,0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T16:49:59.021974,autobahn,offense_fissure,fissure,5,50.07,79.20723843574524,0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T16:51:12.295172,autobahn,offense_fissure,fissure,1,50.00,68.24912476539612,0,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T16:52:33.559467,autobahn,offense_fissure,fissure,2,50.02,76.24021911621094,0,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T16:53:48.698124,autobahn,offense_fissure,fissure,3,29.89,70.11501812934875,0,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T16:55:12.016031,autobahn,offense_fissure,fissure,4,50.09,78.29462695121765,0,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T16:56:37.160215,autobahn,offense_fissure,fissure,5,50.01,80.12149620056152,0,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T14:00:45.037034,autobahn,scaling,speculative,1,49.95,72.5110878944397,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T14:02:06.140843,autobahn,scaling,speculative,2,50.06,76.05477476119995,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T14:03:33.881102,autobahn,scaling,speculative,3,50.03,82.69277167320251,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T14:04:56.593390,autobahn,scaling,speculative,4,50.01,77.66227102279663,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T14:06:16.980707,autobahn,scaling,speculative,5,49.87,75.33747100830078,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T14:07:50.546649,autobahn,scaling,speculative,1,48.69,88.52364158630371,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T14:09:25.794545,autobahn,scaling,speculative,2,50.32,90.19247174263,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T14:10:43.398332,autobahn,scaling,speculative,3,49.75,72.55185389518738,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13T14:12:18.047647,autobahn,scaling,speculative,4,23.46,89.60380220413208,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
