timestamp,protocol,experiment,attack_mode,attack_type,rep,asr,asr_l1,asr_l2,asr_histogram,duration,exit_code,NUM_NODES,ATTACKER_RATIO,SPECULATIVE_P_MAX,SLUGGISH_TIMEOUT_MULTIPLIER,SLUGGISH_MULTIPLIER,DAG_STATE_CACHED_ROUNDS,SYNC_TIMEOUT_MS,GC_DEPTH,LATENCY_JITTER,LATENCY_MS,JITTER_MS,HEADER_SIZE,MAX_HEADER_DELAY,BATCH_SIZE,MAX_BATCH_DELAY,NUM_WORKERS,WAVE_LENGTH,NUMBER_OF_LEADERS,SPECULATIVE_STRATEGY,EXCLUSION_PROBABILITY,HYBRID_EXCLUSION,SIMPLE_EXCLUSION_PROB,VICTIM_RATIO,ALEPH_ELECTION_LOOKAHEAD,ALEPH_COORD_REQUEST_DELAY_MS,ALEPH_HASH_SORT_SEED,AUTOBAHN_K,AUTOBAHN_FAST_PATH_TIMEOUT,AUTOBAHN_USE_FAST_PATH
2026-02-25T13:52:12.959108,bullshark,simple,sluggish,backrun,2,100.0,40.23,37.93,"[35, 33, 17, 0, 0, 0, 0, 0, 0, 2]",220.27347207069397,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25T13:52:36.194676,bullshark,simple,sluggish,backrun,5,100.0,40.86,38.71,"[38, 36, 18, 0, 0, 1, 0, 0, 0, 0]",223.53042006492615,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25T13:54:45.497330,bullshark,simple,sluggish,backrun,3,100.0,36.78,36.78,"[32, 32, 19, 0, 0, 0, 0, 0, 0, 4]",147.27037405967712,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25T13:57:12.352404,bullshark,simple,sluggish,backrun,4,100.0,38.55,38.55,"[32, 32, 17, 0, 0, 0, 0, 0, 0, 2]",141.58125495910645,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25T13:59:36.746523,bullshark,simple,sluggish,backrun,5,100.0,38.55,38.55,"[32, 32, 17, 0, 0, 0, 0, 0, 0, 2]",139.11757707595825,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25T14:06:41.941245,bullshark,simple,sluggish,sandwich,1,100.0,,,,155.38604307174683,0,19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25T14:09:18.837996,bullshark,simple,sluggish,sandwich,2,100.0,,,,151.42241287231445,0,19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25T14:11:51.447681,bullshark,simple,sluggish,sandwich,3,100.0,,,,147.1062457561493,0,19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25T14:14:27.370754,bullshark,simple,sluggish,sandwich,4,100.0,,,,150.45110201835632,0,19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25T14:17:04.727296,bullshark,simple,sluggish,sandwich,5,100.0,,,,151.92547369003296,0,19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
